,Admin State,Allotment Name,Allotment Number,Authorization Number,Date NEPA Analysis Completed (mm/dd/yyyy)5,Date of Most Recent Land Health Evaluation Report (mm/dd/yyyy)1,Date of most recent Determination of Causal Factor(s) (mm/dd/yyyy)2,Land Health Standard(s) Not Achieved in the Allotment and Significant Causal Factor(s) Identified3,NEPA Identifier6,Office Code,Permit or Lease Status,"Type of NEPA Analysis for Grazing Authorization (EA, EIS, CX, DNA)4",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
766,AZ,MONZINGO,52260,205226,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
767,AZ,MOORE CANYON,06199,205200,none,11/29/11,None Needed,All standards are met,,LLAZG02000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
768,AZ,MYERS,06132,202733,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
769,AZ,N. JONES,52470,205247,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
770,AZ,NEWMAN PEAK,06000,202600,06/22/09,3/12/09,None Needed,All standards are met,DNA-AZ-G020-2009-0033,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
771,AZ,OLSEN WASH,06062,202663,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
772,AZ,OWL HEAD,06083,202684,7/27/09,1/8/09,None Needed,All standards are met,DNA-AZ-G020-2009-0063,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
773,AZ,PIONEER MOUNTAIN,45010,204501,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
774,AZ,PIPER SPRING,45140,204514,,11/19/07,None Needed,All standards are met,,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
775,AZ,PONDEROSA,45050,204505,,none,Not complete,Determination Not Complete,,LLAZG02000,HOLD,none,,,,,,,,,,,,,
776,AZ,Q. MILLER,52610,201805,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
777,AZ,RAFTER SIX,06067,200877,,5/22/09,None Needed,All standards are met,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
778,AZ,RAIL X,06121,202722,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
779,AZ,RAIN VALLEY RANCH,52970,205297,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
780,AZ,RAINBOW'S END RANCH,52780,200917,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
781,AZ,RAMIREZ,52680,205268,none,3/10/09,None Needed,All standards are met,,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
782,AZ,SAN LUIS MOUNTAIN,06085,202686,05/15/08,3/1/07,None Needed,All standards are met,DNA-AZ-420-2007-022,LLAZG02000,ACTIVE,DNA,,,,,,,,,,,,,
783,AZ,SANDS INVESTMENT,52770,205277,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
784,AZ,SANDY BOB,52270,205227,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
785,AZ,SHEEP WASH,54160,205416,03/30/09,4/19/07,None Needed,All standards are met,DNA-AZ-G020-2009-0006,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
786,AZ,SIERRITA,06198,202799,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
787,AZ,SILVERCREEK,45020,201081,7/17/09,5/16/08,None Needed,All standards are met,DNA-AZ-G020-2009-0054,LLAZG02000,ACTIVE,DNA,,,,,,,,,,,,,
788,AZ,SLEEPING BEAUTY MTN.,06099,202700,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
789,AZ,SMITH WASH,06221,201355,,5/21/09,None Needed,All standards are met,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
790,AZ,SPRING CANYON,52310,200098,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
791,AZ,SPRING CREEK,52050,205205,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
792,AZ,STEAMBOAT,06251,202844,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
793,AZ,SUSNOW,52400,205240,none,12/7/11,None Needed,All standards are met,,LLAZG02000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
794,AZ,TEACUP,06168,202633,3/26/09,11/6/08,None Needed,All standards are met,DNA-AZ-G020-2009-0036,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
795,AZ,THOMAS CANYON,06031,202632,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
796,AZ,THREE PEAKS,06137,202738,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
797,AZ,THREE POINTS,06200,201579,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
798,AZ,TIGER,45350,204535,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
799,AZ,TRES ALAMOS,44150,200029,,none,Not complete,Determination Not Complete,,LLAZG02000,HOLD,none,,,,,,,,,,,,,
800,AZ,TROY,06016,202616,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
801,AZ,TWIN BUTTES,06001,200033,7/17/09,5/18/08,None Needed,All standards are met,DNA-AZ-G020-2007-02,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
802,AZ,TWIN BUTTES #2,06208,202809,none,5/19/08,None Needed,All standards are met,,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
803,AZ,VICTORY CROSS,45030,200087,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
804,AZ,WHITEWATER DRAW,46430,204643,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
805,AZ,WHITLOW,06032,202633,3/26/09,11/5/08,None Needed,All standards are met,DNA-AZ-G020-2009-0036,LLAZG02000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
806,AZ,WILBOURN,52870,205287,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
807,AZ,WILDCAT CANYON,52580,200094,,none,Not complete,Determination Not Complete,,LLAZG02000,HOLD,none,,,,,,,,,,,,,
808,AZ,WILLOW SPRINGS,06123,202724,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
809,AZ,YUNCEVICH,52880,205288,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
810,AZ,ZAPATA,45330,201898,,none,Not complete,Determination Not Complete,,LLAZG02000,APPROPRIATION ACT,none,,,,,,,,,,,,,
811,AZ,CLYNE RANCH,01370,201403,none,6/17/10,None Needed,All standards are met,,LLAZG02100,ACTIVE,DNA,,,,,,,,,,,,,
812,AZ,EMPIRE CIENEGA,06090,201776,,none,Not complete,Determination Not Complete,,LLAZG02100,ACTIVE,none,,,,,,,,,,,,,
813,AZ,EMPIRITA,06210,201947,,none,Not complete,Determination Not Complete,,LLAZG02100,APPROPRIATION ACT,none,,,,,,,,,,,,,
814,AZ,MOUNT BRUCE,06259,201404,10/17/11,6/4/09,None Needed,All standards are met,AZ-G020-2012-0003-EA,LLAZG02100,,EA,,,,,,,,,,,,,
815,AZ,ROSE TREE,06043,202660,none,12/9/08,None Needed,All standards are met,,LLAZG02100,APPROPRIATION ACT,EA,,,,,,,,,,,,,
816,AZ,VERA EARL,06129,202853,03/23/09,4/5/08,None Needed,All standards are met,DNA-AZ-420-2008-023,LLAZG02100,ACTIVE,DNA,,,,,,,,,,,,,
817,AZ,BABOCOMARI,52080,205208,,none,Not complete,Determination Not Complete,,LLAZG02200,APPROPRIATION ACT,none,,,,,,,,,,,,,
818,AZ,BRUNCKOW HILL,52510,205251,none,12/2/08,None Needed,All standards are met,,LLAZG02200,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
819,AZ,LUCKY HILLS,52520,201435,none,3/10/09,None Needed,All standards are met,,LLAZG02200,APPROPRIATION ACT,none,,,,,,,,,,,,,
820,AZ,THREE BROTHERS,52320,201914,none,12/2/08,None Needed,All standards are met,,LLAZG02200,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
821,AZ,AGUA BLANCA,06183,202784,none,5/11/01,None Needed,All standards are met,AZ-G020-2009-0051,LLAZG03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
822,AZ,AGUA DULCE,06126,202727,none,9/220/2008,None Needed,All standards are met,AZ-G020-2009-0051,LLAZG03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
823,AZ,BLANCO WASH,06010,201815,none,11/1/00,None Needed,All standards are met,AZ-G020-2009-0051,LLAZG03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
824,AZ,CLAFLIN,06029,202718,none,2/10/09,None Needed,All standards are met,none,LLAZG03000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
825,AZ,COCORAQUE,06020,202620,none,9/22/02008,None Needed,All standards are met,AZ-G020-2009-0051,LLAZG03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
826,AZ,EL TIRO,06075,202676,none,2/11/09,None Needed,All standards are met,none,LLAZG03000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
827,AZ,KING,00112,201354,none,none,Not complete,Determination Not Complete,none,LLAZG03000,APPROPRIATION ACT,none,,,,,,,,,,,,,
828,AZ,MORNING STAR,06060,202676,none,5/20/09,None Needed,All standards are met,AZ-G020-2009-0051,LLAZG03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
829,AZ,MORNING STAR,06060,202718,none,5/20/09,None Needed,All standards are met,AZ-G020-2009-0051,LLAZG03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
830,AZ,OLD SASCO,06102,201078,none,none,Not complete,Determination Not Complete,none,LLAZG03000,APPROPRIATION ACT,none,,,,,,,,,,,,,
831,AZ,SAWTOOTH MOUNTAIN,06068,202669,none,none,Not complete,Determination Not Complete,none,LLAZG03000,APPROPRIATION ACT,none,,,,,,,,,,,,,
832,AZ,SILVERBELL,06203,202804,none,6/21/01,None Needed,All standards are met,AZ-G020-2009-0051,LLAZG03000,ACTIVE,EA,,,,,,,,,,,,,
833,AZ,TEJON PASS,06077,202676,none,5/20/09,None Needed,All standards are met,AZ-G020-2009-0051,LLAZG03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
0,CA,CEMENT CREEK,05625,405625,02/17/05,3/3/00,None Needed,All Standards Met,EA-CA-340-05-004,LLCAC05000,ACTIVE,EA,,,,,,,,,,,,,
1,CA,JERICHO VALLEY,05622,405622,06/01/07,5/24/02,None Needed,All Standards Met,EA-CA-340-07-008,LLCAC05000,ACTIVE,EA,,,,,,,,,,,,,
2,CA,MAXWELL CREEK,05624,405624,03/29/04,3/3/00,None Needed,All Standards Met,EA-CA-340-03-018,LLCAC05000,ACTIVE,EA,,,,,,,,,,,,,
3,CA,PORTUGUESE CANYON,05617,405617,10/22/07,12/18/00,None Needed,All Standards Met,DNA-CA-340-07-018,LLCAC05000,CANCELLED,DNA,,,,,,,,,,,,,
4,CA,RAIL CANYON,03098,403098,03/27/08,8/28/03,None Needed,All Standards Met,EA-CA-340-08-008,LLCAC05000,ACTIVE,EA,,,,,,,,,,,,,
5,CA,ROCKY RIDGE,05612,405612,01/16/04,12/18/00,None Needed,All Standards Met,EA-CA-340-03-019,LLCAC05000,ACTIVE,EA,,,,,,,,,,,,,
6,CA,SALT CREEK,03085,403085,03/24/06,8/28/03,None Needed,Species-Weeds; Disposal Parcel,EA-CA-340-06-005,LLCAC05000,ACTIVE,EA,,,,,,,,,,,,,
7,CA,SALT LICK CANYON,15636,405636,02/17/05,1/14/03,None Needed,All Standards Met,EA-CA-340-04-007,LLCAC05000,ACTIVE,EA,,,,,,,,,,,,,
8,CA,AIRPORT,00078,402984,01/27/06,11/30/04,12/1/04,All standards are met,EA-06-027,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
9,CA,HORSETHIEF SPRINGS,09007,406907,10/21/10,6/2/00,"Native species; not met, progressing toward; cause climatic--red brome post-1997/98 El Nino",,DOI-BLM-CA-D090-2110-0017,LLCAD09000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
10,CA,BADGER CREEK,00009,401008,09/25/07,2/21/07,4/30/07,All standards are met,EA-07-130,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
11,CA,BALD EAGLE PEAK,00119,400061,09/25/07,3/14/07,8/16/07,All standards are met,CA160-07-121-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
12,CA,BEAR CREEK,00024,401023,07/01/03,4/25/02,4/25/02,"Species, Wildfire",EA-01-094,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
13,CA,BIG SANDY,00129,401045,09/25/07,4/18/07,8/20/07,All standards are met,CX-07-C059,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
14,CA,BITTERCREEK DRAINAGE,00099,401082,09/05/06,6/26/02,6/26/02,All standards are met,CA160-06-116-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
15,CA,BLOSSOM PEAK,00005,401004,02/14/06,7/22/98,7/22/98,All standards are met,EA-04-006,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
16,CA,BLUESTONE RIDGE,00072,401073,08/04/11,6/28/06,9/27/06,All standards are met,CAC069-2011-0119-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
17,CA,BODFISH,00089,401211,09/01/06,2/25/05,4/18/05,All standards are met,CA160-06-105-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
18,CA,BUENA VISTA,03718,403632,06/22/00,8/12/98,8/12/98,All standards are met,EA-00-041,LLCAC06000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
19,CA,BUENA VISTA CREEK,00019,403781,09/01/06,4/5/01,4/5/01,All standards are met,CA160-2006-105-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
20,CA,BURNT POINT,00102,403787,10/10/08,2/24/00,2/24/00,All standards are met,CX 08 072,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
21,CA,CANEBRAKE,00123,403613,07/06/10,3/4/10,3/9/10,All standards are met,DOI-BLM-CA-C060-2010-0097-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
22,CA,CASE MOUNTAIN,00014,401035,09/25/00,4/7/10,4/23/10,All standards are met,EA-00-001,LLCAC06000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
23,CA,CEDAR CANYON,00064,403411,12/16/09,11/14/07,8/20/09,All standards are met,C060-2009-0049-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
24,CA,CHICO MARTINEZ,00063,401063,07/12/10,3/10/10,4/27/10,"Species, Grazing and Wildfire",DOI-BLM-CA-C060-2010-0133-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
25,CA,CHIMINEAS RANCH NORTH,00073,400060,08/31/07,3/22/06,6/7/06,All standards are met,CA160-2007-112-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
26,CA,CHOLLA CANYON,00086,403556,09/25/07,3/7/07,4/24/07,All standards are met,CA160-07-121-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
27,CA,CIENAGA CANYON,00107,403784,09/25/07,3/21/07,4/12/07,All standards are met,CX-07-C059,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
28,CA,COOKS PEAK,00085,403213,02/14/06,8/28/03,9/18/03,All standards are met,EA-04-006,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
29,CA,CURTIS MOUNTAIN,00062,401062,07/03/03,4/25/02,4/25/02,"Species, Wildfire",CA160-2001-094-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
30,CA,CUYAMA 2,00006,401005,09/30/08,4/24/08,5/1/08,All standards are met,CA160-08-C073,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
31,CA,CYRUS CANYON,00084,401216,03/10/03,12/16/98,12/16/98,All standards are met,EA-01-102,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
32,CA,GORGAS,04184,404184,11/03/04,5/10/04,Determination not complete,,EA-CA-180-04-57,LLCAC08000,ACTIVE,EA,,,,,,,,,,,,,
33,CA,DRY CREEK,00100,403786,08/06/07,2/23/06,3/1/06,"Species and Riparian, Weeds from Mining",EA-07-025,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
34,CA,EAGLE'S NEST PEAK,00093,401013,03/10/03,12/16/98,12/16/98,All standards are met,CA160-2001-0102-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
35,CA,EAST KLIPSTEIN,00114,401095,09/25/07,8/1/02,8/1/02,All standards are met,EA-07-130,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
36,CA,ELEPHANT BACK,00020,401019,09/05/06,5/11/98,5/11/98,All standards are met,EA-06-065,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
37,CA,FAY CANYON,00079,401201,07/12/10,3/17/10,3/23/10,All standards are met,DOI-BLM-CA-C060-2010-0133-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
38,CA,FOWLER MOUNTAIN,00136,401049,07/31/08,6/11/08,6/11/08,All standards are met,CA160-08-C072,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
39,CA,FRANCISCAN,03464,401066,01/27/06,10/8/03,10/10/03,All standards are met,EA-06-027,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
40,CA,FRAZER VALLEY,00021,403432,08/31/07,10/23/06,5/3/07,All standards are met,EA-07-112,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
41,CA,FREEBORN MT.,00007,401006,09/25/07,3/14/07,8/16/07,All standards are met,CA160-07-121-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
42,CA,FREEDOM HILL,00074,401201,09/05/06,5/11/98,5/11/98,All standards are met,EA-06-065,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
43,CA,FRESNO RIVER,00098,401069,11/04/08,6/26/08,9/11/08,All standards are met,CA160-08-140-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
44,CA,GOLDPAN CANYON,00045,403221,06/22/00,8/19/98,8/19/98,All standards are met,EA-00-041,LLCAC06000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
45,CA,HANNING FLAT WEST,00023,400048,09/23/02,5/3/12,5/8/12,All standards are met,EA-01-099,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
46,CA,HAVILAH BASIN,00087,403244,09/05/06,7/14/05,9/14/05,All standards are met,EA-06-116,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
47,CA,HAVILAH BASIN,00087,400061,09/01/06,4/14/05,6/27/05,All standards are met,EA-160-06-116,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
48,CA,HORN MOUNTAIN,00036,401035,06/20/06,8/2/01,8/2/01,"Species, Grazing",EA-04-083,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
49,CA,HUBBARD HILL,00032,400068,07/29/08,7/17/02,7/17/02,All standards are met,CA160-2008-C072,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
50,CA,JACK CANYON,00042,401042,09/30/08,9/4/98,9/4/98,All standards are met,CA160-08-C073,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
51,CA,JOHNS PEAK,00113,401094,08/24/10,5/6/10,5/28/10,"Riparian and Water Quality, Grazing",DOI-BLM-CAC060-2010-0177-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
52,CA,KENNEDY LAMONT,00125,401219,11/14/03,4/8/98,4/8/98,All standards are met,EA-01-106,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
53,CA,KETTLEMAN HILLS,00028,401027,11/14/03,8/15/01,8/15/01,All standards are met,EA-01-106,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
54,CA,LIVE OAK PASS,00012,401011,05/12/08,10/9/07,1/24/08,All standards are met,CX 08 C019,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
55,CA,LOCO BILL CANYON,00059,401038,05/12/08,1/13/00,1/13/00,All standards are met,CX 08 C019,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
56,CA,LONG VALLEY,00124,403613,09/25/00,4/7/10,4/23/10,All standards are met,CA160-2000-001-EA,LLCAC06000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
57,CA,LORAINE,00049,403745,11/14/03,8/15/01,8/15/01,All standards are met,EA-01-106,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
58,CA,LOWER KENNEDY TABLE,00126,401036,09/05/06,1/25/06,1/26/06,All standards are met,EA-06-065,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
59,CA,LWR HIDDENVALLEY RCH,00128,403548,10/28/04,3/20/98,3/20/98,All standards are met,EA-04-097,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
60,CA,LYNCH CANYON,00083,401201,11/14/03,12/2/98,12/2/98,All standards are met,EA-01-106,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
61,CA,MANKINS CREEK,00033,400032,11/29/99,4/18/02,4/18/02,All standards are met,EA-99-081,LLCAC06000,HOLD,EA,,,,,,,,,,,,,
62,CA,MARICOPA,00096,401080,09/25/00,7/15/99,7/15/99,All standards are met,EA-00-001,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
63,CA,MILK RANCH PEAK,00103,401084,06/10/10,5/19/03,5/19/03,All standards are met,(00-005 EA) CAC060-10-178 DNA,LLCAC06000,ACTIVE,DNA,,,,,,,,,,,,,
64,CA,MOUNTAIN CREEK,00048,401047,07/27/07,3/18/10,4/23/10,All standards are met,"CA160-99-028-EA, 2007-DNA",LLCAC06000,ACTIVE,DNA,,,,,,,,,,,,,
65,CA,NELLIE'S NIPPLE,00081,401205,04/13/99,3/18/10,4/23/10,All standards are met,CA160-99-028-EA,LLCAC06000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
66,CA,NORTH FORK RIVER,00017,401016,12/16/09,3/8/00,3/8/00,All standards are met,C060-2009-0090-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
67,CA,NORTH TEMBLOR,00015,401014,09/07/05,9/9/04,9/9/04,All standards are met,EA-05-005,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
68,CA,OAK GROVE,00061,401061,09/07/05,9/9/04,9/9/04,All standards are met,EA-05-005,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
69,CA,OIL FIELD,00016,403480,09/25/07,4/25/07,8/20/07,All standards are met,CX-07-C059,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
70,CA,OILFIELD ROAD,00002,401001,09/05/06,2/6/06,2/13/06,All standards are met,EA-06-065,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
71,CA,PACKWOOD,00065,401066,09/25/07,3/21/07,4/12/07,All standards are met,CX-07-C059,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
72,CA,PASO ROBLES,00108,401089,09/25/07,4/18/07,8/20/07,All standards are met,CX-07-C059,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
73,CA,POWER LINE ROAD,00115,401097,07/12/07,4/15/99,4/15/99,All standards are met,CA160-00-043-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
74,CA,PROGRESS GULCH,00095,401079,08/15/06,5/9/12,5/25/12,All standards are met,CA160-01-104-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
75,CA,RANKIN RANCH,00047,400055,09/25/07,4/28/05,5/18/05,All standards are met,EA-07-130,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
76,CA,RIO BRAVO,00040,403780,11/03/08,7/16/08,8/20/09,All standards are met,CA160-2008-C085,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
77,CA,ROUND MOUNTAIN ROAD,00056,401056,09/25/07,5/23/07,8/20/07,All standards are met,CA160-2007-C059,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
78,CA,SACATAR MEADOW,00076,401207,09/25/07,7/11/07,8/20/07,All standards are met,CX-07-C059,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
79,CA,SALES CREEK,00088,401064,09/25/07,3/28/07,4/12/07,All standards are met,CX-07-C059,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
80,CA,SAN EMIGDIO,00068,400073,08/31/07,3/10/98,3/10/98,All standards are met,CA160-2007-112-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
81,CA,SAN JOAQUIN RIVER SLOPE,03750,401036,08/31/07,5/10/06,7/7/06,All standards are met,CA160-2007-112-EA,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
82,CA,SAND CANYON,00111,400029,07/07/04,4/11/12,4/26/12,All standards are met,EA-01-097,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
83,CA,SANTA BARBARA CANYON,00050,401050,03/10/03,1/19/00,1/19/00,All standards are met,EA-01-102,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
84,CA,SANTA TERESA,00060,403409,09/23/02,4/18/12,5/1/12,All standards are met,EA-01-098,LLCAC06000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
85,CA,SANTIAGO CREEK,00057,401057,08/31/07,3/22/06,6/22/06,All standards are met,EA-07-112,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
86,CA,SHORT CANYON,00082,401206,01/27/06,3/29/01,3/29/01,All standards are met,EA-06-027,LLCAC06000,HOLD,EA,,,,,,,,,,,,,
87,CA,SMALLEY ROAD,00130,401049,08/31/07,5/10/06,6/28/06,All standards are met,EA-07-112,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
88,CA,SOUTH COMB ROCKS,00094,400032,04/13/99,5/16/12,4/23/10,All standards are met,CA160-99-028-EA,LLCAC06000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
89,CA,SOUTH FORK KERN RIVER,00149,401219,01/20/04,7/8/98,7/8/98,All standards are met,EA-98-137,LLCAC06000,ACTIVE,EA,,,,,,,,,,,,,
90,CA,SOUTH MOUNTAIN,00055,401055,08/25/10,4/17/98,4/17/98,All standards are met,DNA CAC060-10-0187,LLCAC06000,ACTIVE,DNA,,,,,,,,,,,,,
91,CA,SPANISH NEEDLE CREEK,00120,401223,08/25/10,6/12/02,6/12/02,All standards are met,DNA CAC060-10-0187,LLCAC06000,ACTIVE,DNA,,,,,,,,,,,,,
92,CA,STUDHORSE CANYON,00051,401214,05/12/08,10/17/07,1/24/08,All standards are met,CA160-2008-C019-CX,LLCAC06000,ACTIVE,CX,,,,,,,,,,,,,
